"State.Abbreviation"	"St.FIPS"	"OoERMort"	"OoERFemale"	"OoERMale"	"OoERAge.20"	"OoERAge20_39"	"OoERAge40_64"	"OoERAge65plus"	"OoERAsian"	"OoERBlack"	"OoERNativeAmer"	"OoERWhite"	"OoERNotHispanic"	"OoERHispanic"	"OoERMort.SE"	"N.Female"	"N.Male"	"N.Age.20"	"N.Age20_39"	"N.Age40_64"	"N.Age65plus"	"N.Asian"	"N.Black"	"N.NativeAmer"	"N.White"	"N.NotHispanic"	"N.Hispanic"	"County.Population"	"Race.2.County"	"Race.3.County"	"Race.4.County"	"Hispanic.County"	"Age.County"	"County.Name"	"City.Names"	"Cities.Population"	"rev_general"	"own_source_rev"	"tax_income_indiv"	"tax_income_corp"	"tax_property"	"spending_general"	"spending_direct"	"education"	"social_services"	"public_welfare"	"health"	"hospitals"	"transportation"	"public_safety"	"envir_housing"	"PCI2005"	"Sub.HS.2000"	"HS.2000"	"Some.College.2000"	"College.2000"	"State"	"State.Total"	"State.EducationPrimSec"	"State.EducationPostSec"	"State.Welfare"	"State.HealthHospitals"	"State.Highways"	"State.Police"	"State.Other"	"State.X"	"State.Code2D"
"VA"	"VA810"	0.93518353390909	0.958157589974304	0.911793762511811	0.900764926006043	0.760041485114413	0.814307287637227	0.994621433660921	0.039008558281287	0.830501990966102	0.581429731145681	23.4808809855106	0.938499664938758	0.774828629770775	0.00560090563310947	2252058	2166680	1166742	1346934	1418659	486403	319867	929082	24291	3145498	4117320	301418	4418738	0.210259580902964	0.00549727094025489	0.072388768014759	0.0682135940171153	36.4932022446228	"139"	"VA: Virginia Beach"	437494	4226.97	2656.78	0	0	1366.9	4255.64	4487.37	1914.45	336.83	96.22	114.66	125.95	187.41	382.71	763.56	40160	9.6	25.9	36.4	28.1	"Virginia"	6141.895354	1590.944959	643.6285362	888.4086996	539.0989039	390.2664672	213.3371519	1876.210637	NA	51
"VT"	"VT007"	0.859252348907036	0.930215957479788	0.793049353936936	0.681935146221549	0.678289767217425	0.710697905939352	0.920441955763539	0.00790322155519046	0.605017051427288	0.42682778522355	108.496631631861	0.862691224264785	0.39584870938886	0.00858437220549745	804545	767959	388933	471508	525823	186240	53086	39676	5689	1474053	1542118	30386	1572504	0.0252310963914877	0.00361779683867259	0.0337588966387367	0.0193233212761303	37.7025921714667	"Chittenden"	"VT: Burlington"	41003	4105.38	2196.77	0	0	656.57	4421.82	6125.4	1371.82	0	0	0	0	755.85	436.14	1127.17	39334	9.4	23.5	25.9	41.2	"Vermont"	7600.682533	1937.665704	943.1388489	1807.459575	215.1268079	584.9214845	216.234315	1896.135798	NA	50
"VT"	"VT021"	1.06505506693351	1.12441760637471	1.00817943610796	1.01696571487076	1.1767157936207	0.954535959519089	1.09280819277367	0.0014832184758531	0.508515278655808	0.531507512182339	579.0361860873	1.0691400150229	0.283076872086778	0.0131941532780427	311752	302268	137822	134835	235220	106143	4285	5209	2041	602485	606777	7243	614020	0.00848343702159539	0.00332399596104361	0.00697860004560112	0.0117960327025178	42.137449920198	"Rutland"	"VT: Rutland"	17094	3684.42	1362.98	0	0	799.15	3667.66	3880.18	2396.43	0	0	0	0	72.97	341.12	541.06	34030	15.7	35.8	25.3	23.2	"Vermont"	7600.682533	1937.665704	943.1388489	1807.459575	215.1268079	584.9214845	216.234315	1896.135798	NA	50
"WA"	"WA033"	0.883216605861495	0.88486316738673	0.88153365268401	0.75479529526664	0.744420011546412	0.776430293041019	0.930603940475729	0.0862621839137823	0.834696688688669	1.40846824444152	10.3411795288805	0.886528325082217	0.753942060119897	0.0025420015658365	9842274	9773722	4640040	6059672	6711522	2204762	3340068	1455100	258017	14562811	17892705	1723291	19615996	0.0741792565618386	0.0131533978697793	0.170272669305194	0.0878513127755532	37.8281611089236	"King"	"WA: Seattle"	568719	6284.6	4534.41	0	0	1338.16	6116.47	9508.6	1149.6	305.48	77.5	219.2	8.78	660.09	949.76	1831.65	52163	9.7	19.2	31.1	40	"Washington"	7023.229489	1445.494666	723.424062	1080.012561	789.2945925	441.8280714	205.9834066	2337.19213	NA	53
"WA"	"WA053"	1.06140621155668	1.00658229438376	1.119878965775	1.01084452052529	1.01605927110025	1.03424558282321	1.07516201769276	0.0598923290818645	0.866894102819458	1.4533633885282	24.522808788395	1.0641067847419	0.950469445377273	0.00439355979859531	4045997	3973573	2190619	2267213	2640450	921288	694670	730823	162699	6431378	7281430	738140	8019570	0.091129948363815	0.0202877461011002	0.0866218512962665	0.0920423414222957	36.8234833039677	"Pierce"	"WA: Tacoma"	195341	5928.07	3664.06	0	0	1226.01	6242.54	9087.08	2123.5	267.35	30.41	236.94	0	688.57	797.94	1290.15	33351	13.1	29.8	36.5	20.6	"Washington"	7023.229489	1445.494666	723.424062	1080.012561	789.2945925	441.8280714	205.9834066	2337.19213	NA	53
"WA"	"WA063"	1.05902766343894	1.07713565792179	1.04092932039484	1.02947406301622	1.02358400595231	1.03802946413314	1.06722884137468	0.0131517604737492	0.826454027831564	1.29649697132978	98.9490994500415	1.06061253044024	0.934643913056066	0.00524895387099626	2382863	2327200	1231536	1295028	1548329	635170	143374	121466	94390	4350833	4491752	218311	4710063	0.0257886147170431	0.0200400716508463	0.0304399325444267	0.0463499108186026	38.1159526953249	"Spokane"	"WA: Spokane"	199367	4204.99	2482.37	0	0	731.06	4296.31	4600.09	1495.27	161.51	17.32	144.19	0	578.26	582.49	903.73	29912	10.9	26.8	37.3	25	"Washington"	7023.229489	1445.494666	723.424062	1080.012561	789.2945925	441.8280714	205.9834066	2337.19213	NA	53
"WI"	"WI025"	0.859572308716547	0.898538143922596	0.820963185416774	0.802417781178891	0.713938161904436	0.705134724403923	0.92239649590812	0.0107565753177556	0.937878637745993	0.974915761226149	73.3955136847085	0.863360178503037	0.594105075686594	0.00501193433238115	2492531	2445369	1228558	1612370	1566392	530580	263500	295652	26788	4351960	4649641	288259	4937900	0.059874035521173	0.00542497822961178	0.0533627655481075	0.0583768403572369	36.6249889629195	"Dane"	"WI: Madison"	219466	4620.93	2997.24	0	0	2027.27	4615.4	4970.76	1685.3	595.08	467.15	127.93	0	333.89	595.71	884.08	41092	7.8	22.3	29.2	40.6	"Wisconsin"	6801.763597	1615.711827	788.9839576	1262.563544	429.1932481	545.3239229	244.0740144	1915.913083	NA	55
"WI"	"WI079"	1.06864671133191	1.16225312473732	0.984032975418362	1.11501047893863	1.06120337353558	1.12278066317756	1.05123678306386	0.0143565140572532	1.13948482170538	1.33237269146494	89.1931976938805	1.07281523264564	0.957203902381073	0.00375197102128405	4893626	4570479	2637207	2842711	2867177	1117010	368553	2662411	105552	6327589	8208382	1255723	9464105	0.281316722500437	0.0111528771077667	0.0389421926320555	0.132682699526263	36.3585305742064	"Milwaukee"	"WI: Milwaukee"	592008	5779.97	2490.98	0	0	1295.82	5861.86	6843.37	2304.14	716.48	273.19	272.33	170.96	384.48	787.03	948.34	33346	19.8	29.4	27.2	23.6	"Wisconsin"	6801.763597	1615.711827	788.9839576	1262.563544	429.1932481	545.3239229	244.0740144	1915.913083	NA	55
"WV"	"WV011"	1.32102570743822	1.39222368226075	1.25681730387292	1.40750986658452	1.84556231482085	1.64674621024875	1.21923245179048	0.00222404862483443	1.16404528480354	0.523490785047481	456.440100989105	1.32547578203933	0.343645927938583	0.0121230737413095	493299	467999	223106	275802	305379	157011	11703	53387	2267	893941	950039	11259	961298	0.0555363685350432	0.00235826975610061	0.0121741645150619	0.0117122890092354	39.7372354878508	"Cabell"	"WV: Huntington"	50030	3382.54	1981.22	0	0	726.09	3310.33	3525.05	1200.23	50.46	19.36	31.1	0	111.96	597.21	843.34	28123	20	33.9	25.1	20.9	"West Virginia"	6021.716108	1342.209139	603.3945769	1285.50304	327.6257188	571.7674123	123.0749709	1768.14125	NA	54
"WV"	"WV039"	1.29020202509591	1.36023603615423	1.22496487705307	1.29989740745159	1.84129736425847	1.47585809616463	1.22194207671426	0.00253353105626495	1.2107671851649	0.500248372525297	340.871083271603	1.29335306128494	0.458272172072627	0.00822235182374896	996070	921653	436702	464583	686467	329971	23282	153411	4804	1736226	1899284	18439	1917723	0.0799964332700812	0.00250505417101427	0.0121404394690996	0.00961504868012742	41.4417095169636	"Kanawha"	"WV: Charleston"	52355	5014.63	3446.89	0	0	941.29	4733.3	4782.94	1383.68	25.07	0.53	24.54	0	388.49	741.76	1404.32	33497	20	36.2	23.2	20.6	"West Virginia"	6021.716108	1342.209139	603.3945769	1285.50304	327.6257188	571.7674123	123.0749709	1768.14125	NA	54
"WY"	"WY021"	1.04775477539192	1.0138622603274	1.08312878752851	1.27065150075396	1.28190942904239	1.08822451841078	1.01848420261524	0.00598227192966308	0.663009687927662	1.5708758535382	192.700463202239	1.03818977950377	1.17645704405341	0.012125134736323	459421	463629	245211	251032	306173	120634	14800	31763	12802	863685	800300	122750	923050	0.0344109203185093	0.0138692378527707	0.0160338009858621	0.132983045338822	37.8119977249336	"Laramie"	"WY: Cheyenne"	55693	6844.82	4319.84	0	0	523.16	6409.44	6602.4	1847.99	2265.79	34.09	73.86	2157.85	634.7	560.41	462.61	36484	10.9	26.5	39.2	23.4	"Wyoming"	9830.767645	1990.39593	923.0624109	1077.923669	1609.529774	1015.1374	287.2177175	2927.500744	NA	56
"WY"	"WY025"	1.10465600883614	1.04093811676022	1.17179429539226	1.4039727599724	1.47940697467772	1.15999269618419	1.06204315748976	0.00325572948724488	0.600821713077007	1.65319279371876	475.789567078659	1.10832515427372	0.984379367541635	0.0136014978053777	380812	386480	204319	212882	253662	96429	7368	12894	11485	735545	711448	55844	767292	0.0168045541984017	0.0149682259166002	0.00960260239908666	0.0727806363157703	37.6665650104523	"Natrona"	"WY: Casper"	51315	4455.37	1798.19	0	0	587.42	4630.77	4868.13	1797.59	140.34	57.48	80.73	2.14	422.12	592.7	569.37	39131	11.7	30.6	37.6	20	"Wyoming"	9830.767645	1990.39593	923.0624109	1077.923669	1609.529774	1015.1374	287.2177175	2927.500744	NA	56
